easting,northing,percent
354667,147577,70
398683,396500,14
258140,246982,67
532194,184753,68.27
354442,616011,73
423636,418251,100
435025,413064,42.7
376071,230274,78.4
436803,479830,85
359509,171132,73
272377,149407,68.27
446562,258305,85
243198,71744,63.6
143889,28553,86
318454,179903,42
195919,41304,99
233898,79062,75
437048,385926,43
410753,251119,42.7
316870,735805,86
521425,406505,73
214722,54459,68.27
574907,130700,76
627081,286743,63.2
513013,264631,43
323295,126528,80
321671,308872,98
442074,397781,94
624195,309192,42.7
503544,171585,85.7
371786,424593,68.27
418166,183879,93.25
352351,673791,82.7
387621,165681,68.27
442297,335760,80
369254,120681,76.2
467698,253282,88
489728,408326,86
486313,169136,99
392361,381700,13.6
427452,551650,83
448529,347547,95
504670,410166,83
370672,544989,50
510848,267093,83.4
431314,387343,43
419747,553099,100
584876,141121,68.27
382536,205925,14
437349,376564,80
433492,378658,36.453968
556178,217892,42.7
237936,387053,68
415628,345497,79.43
178731,224870,43
343970,115895,68.27
410435,496546,89
610784,288153,43
328468,355363,46
385675,323960,99
508515,189037,89
331855,328910,88
478164,127642,85
117344,892252,60
320761,352118,98.7
444762,393360,84
243287,664534,86
399474,513035,69.92
512504,442595,68.27
573103,176505,20
442608,424947,85
120010,943687,73.6
290453,182555,82
313558,634168,96.8
397781,397416,87.5
359273,118963,67
274072,904074,78.6
387845,352337,68.27
310535,344225,87.4
335757,484752,92.5
520383,175048,74.2342
157349,29201,101
361596,505015,80
395957,424692,68.27
457976,115743,98
344344,145813,87
345630,539209,95
389232,155738,68.27
313237,645581,86.55
169249,33391,87
356355,737333,78
450959,237132,80
521596,112975,82.7
181952,35241,87.1
321307,112632,58.3482
137750,870943,76
386082,639378,42
392422,254478,46
498914,426130,99
248666,554873,68.27
346352,991710,80
393276,393627,56
418740,414046,82.7
447352,1163535,87
455715,245435,73
362764,366981,74
388915,346542,69
481724,187296,70
434595,463233,82.7
469843,311366,67
426201,300462,83.7
337973,326667,74.6
565273,212182,44
436805,384340,88
445359,163463,63.5
385253,217087,90
327132,668816,67.9
332127,429353,85
383402,458185,89
605281,131336,43
467775,408667,43
413138,570333,37
527476,299542,47.2
378650,401880,91.2
614162,294400,97.5
328826,119089,80
605749,152981,68.27
372367,92238,77.2
308666,667963,83
492221,168808,92
488396,169153,96.7
318025,860443,99
384234,200467,42
417606,352245,73
256335,57476,72
354544,285124,42.7
367674,851543,90
229759,739636,87
458000,202401,76.2
388140,164689,96
602118,302214,76
403429,480041,80
387442,434899,97
471015,156196,57
448086,106829,85.3
382377,214841,69.2
450213,327701,93
264553,848495,43
608198,162710,70
428417,193485,95
344580,333233,80
356606,490434,23
427580,218035,101
466470,391685,87
387268,153576,86
461438,467695,87
350575,313504,90
583236,342134,14
168496,730771,0
459891,246898,86
335494,703660,49
252666,661504,95
342800,308172,42.7
159120,27873,100
372868,413587,89
614211,318244,64
382800,554475,86
396165,295251,87
375617,320514,72
550342,198978,43.7
392080,288275,46.3
427511,360943,43
436816,391758,101
347597,562556,37
617387,263256,81.73426
158002,28206,43
278475,877000,97.3
540302,232532,48.9
333886,188044,87
529464,182631,77
297331,964904,99
316479,236676,43
348765,351875,101
280334,654146,65
595892,141440,97
314665,378157,70
345634,551754,89
489328,343484,88.2
433780,168510,87.4
378215,553210,14
346552,461225,78
350029,158960,95
445337,352463,14
390258,203324,47.5
382541,167757,97
551327,383333,80
330056,198588,101
394081,525809,92
336020,280952,87.45688
367491,266531,43
629469,297135,60
414507,183093,100
346574,713369,37
469352,353631,14
626053,232266,14
446691,124847,94
616752,161335,43
323526,512122,90
329484,485007,80
404974,136482,97.4
400775,152849,99
383135,276715,42.7
558711,154440,68.27
240396,389000,56.3
435321,328546,43
483918,160292,68
398359,427524,87
495477,265045,70
313616,554235,14
348850,387188,73.862
355229,145979,83
343078,247852,90
403990,438850,95
631262,147219,68.27
362130,344056,95
586018,111839,42.7
332187,673370,98
213594,225385,84
392668,449610,37.5
438390,559367,80
423283,572650,87
366547,206076,93
343889,220207,42.7
457218,92257,87.3
552101,120696,78.35
427866,272574,80
391382,114162,83
323622,655597,86
440296,392620,68.27
485019,181659,73
408927,314151,98
366426,255602,87
533833,113629,14
451818,362687,78
302560,199938,50
403225,461182,88
370700,154420,96.37
198358,196370,100
487281,348889,68.27
361262,630214,57
208090,53668,101
335152,1010421,49.7
234294,62996,14
355682,287127,43
508392,354917,71
381312,425621,98
478279,406079,95
517053,153525,70
430742,392092,43
321911,676211,43
428174,587076,64.8
498120,135003,43
322148,212283,76.2
598247,309245,45
419982,225195,47.6
373219,296988,99
408500,106436,99.9
372547,337316,50
345449,199537,94.5
246541,193028,68.27
325662,970009,69
365762,175035,75
261785,613602,46.83
457955,154656,86
340245,541913,73
529126,116794,74
295127,131538,53.7
487618,389661,73.6
325928,290892,64
540527,103438,77
294352,334628,60
394217,558929,78.5
431518,268365,85
506665,105700,43
461054,448326,65
389364,225273,50
348719,636903,47
262247,284602,76.34
305119,717499,83
433420,391598,93
480589,343677,87
194900,205509,88.2
462659,206592,68.27
583124,236441,42.7
332145,858500,101
192850,838929,101
371965,826248,101
383598,354028,45.6
272842,665802,85
364608,285811,86
339003,559337,78
396321,252317,65
348397,214662,43
518236,442943,71
416294,311416,20
364537,216243,73
446604,130622,35
374843,166381,80
540819,237893,83
419170,329081,101
454723,506331,80
612309,215657,92
291523,206969,98
312669,169040,73
183052,62654,73
497495,101971,57
571470,237671,14
324753,324428,47
348327,125099,52
286141,71537,67
339886,114790,67
542596,287177,94
431491,277703,68.27
304363,700778,99
585178,338088,99.2
335728,236414,80
357250,211925,95
341837,105021,95
576861,246939,43.7
436295,462674,87
264264,652002,80
490394,237513,37
310128,228650,43
551830,374540,72
319952,346736,62.7
461705,152046,85
517339,379126,83.6
297931,631181,43
314107,500149,46
249710,664587,54.76
279954,659101,95
272554,655506,45
416187,110393,42.7
333449,198455,79.6
556031,103900,80
307719,141020,38
375987,353029,98
404169,281117,100
248980,662685,86
401646,176963,95
500796,117932,78.4
607581,302667,73.6
622871,309129,48.6
492639,234830,72.5
298429,576158,17
397157,332301,95
348642,358435,43
250598,840183,43
336761,390069,47
321394,314513,83
515737,165240,101
357748,169335,32
378463,423274,83
255533,842512,78.4
474315,228586,76.8
245703,819096,2
411787,549650,99
360679,762638,20
409011,210151,66
606008,295754,63
226478,77670,47
359204,156791,37
289357,681346,47
522779,186365,73.6
155483,840736,54
391104,296986,87
361692,172946,89.9
570553,246637,38.4
255257,912672,32
371490,121168,71
448236,291823,84
224910,121832,70
363240,98927,88.2
308640,89752,67
344893,219171,2
348000,221328,41
210970,208441,43
439109,1116404,86.3
363684,276395,92
389558,323662,97
240911,237675,43
230325,388960,94.5
510773,428611,73.6
411319,420871,101
536510,181309,70
298687,576475,79
422470,577955,96.23
534259,134957,86
270348,346057,75
448403,424196,23.472
297124,169895,84
271763,653546,49.6
230914,78412,36.4
379527,153157,23
435845,1177347,43
578018,234499,43
534183,272085,87
336841,486322,34
420337,293327,101
94526,743357,76
637824,167641,43
273638,665284,95
394324,810561,42.7
343795,250727,83
495181,172426,84
397052,94812,72
543838,186340,42.7
240601,679135,75
356166,414087,46
332654,285777,90
356259,432040,69
539258,227362,60
487424,436122,60
346188,141218,73.48
387209,361905,43
414318,448977,97.5
417041,377848,97.3
390505,630413,78
464420,256736,42.7
249434,65231,95
482415,450250,94
273788,611513,85
302660,915426,97.34
395591,470484,87
273004,133082,70
536870,313304,76
411314,214641,97.3
280395,765798,78
275126,673394,62.7
469499,247079,87.64
251794,200651,78
605928,330801,91
541330,379123,67
258360,666779,97
539143,303951,99.9
429709,145559,90
331331,344440,84.7
373188,269380,87
550479,167194,80
246295,190490,84.7
317125,104230,97.3
194482,75886,43
256722,620226,47
386226,292132,72.89
359404,677953,87
527096,111450,94
392747,350940,45
344422,666461,87
422306,436297,90
370563,105272,63
361615,342150,85
245477,129863,73
550340,123039,94.3
185627,827134,60
450553,392043,80
393938,833317,77
174377,826432,89.4
292621,94195,87.45378
360241,85768,76.51
439354,521770,90
385808,244434,47.3
453032,314531,42.7
556750,138931,90
179877,638080,80
316289,523965,60
288837,569422,92
312109,89189,87.64
601039,297597,85
163621,39147,50
365209,279585,35
584014,242708,88.8
565428,174102,46
462822,402219,43
300323,188087,42.7
191121,205949,80
300083,120357,47
229119,675846,65
400425,274798,92.3
389244,296014,76.4
306355,111554,85
436361,433503,97
427606,542925,80
391545,344167,95
591507,149721,99
557031,198896,43
403809,461266,76.54
347056,628549,87
390158,459407,73
605561,149145,78
430989,433502,60
559850,314217,43
532849,170136,67
388684,335400,87
621242,249086,67
509469,102822,85.62
547245,359183,44
448936,262617,54.3
332449,414198,59
206684,86437,75
422761,527755,62.7
438022,350414,42.7
500063,163622,14
570053,111183,79.863
434978,378534,95
557048,128474,73
189545,206859,75
268787,201233,43
609681,244600,56.4
512619,238861,92
411607,288346,81.4
262492,212696,84
309460,533360,74.6
247657,246164,43
248133,360081,79
378419,422023,63
457961,308188,80
326691,840082,78
289293,180693,43
482729,512750,84.6
429176,420158,6
266154,240289,99
305748,211387,42.7
372986,361003,47
334900,717161,67
278325,209499,43
421894,234527,67
455895,84086,78.6
193190,71989,81.2
387464,430446,83
550826,218887,80
451441,277311,93.63
407180,515490,74.22
432572,403860,73.46
480128,265275,98
134099,854117,87
510622,241112,87.8974
533654,268423,56
425522,204901,90
412642,219825,76.5
383932,647626,42.7
366094,808282,94.5
452274,175003,76.2
371670,196218,57
327417,667273,43
245389,63456,80
414993,94044,73
429687,153865,83
381961,338173,70
642213,275999,82.5
207179,211983,37.2
308745,667183,75
556014,186548,84.3
474936,476987,14
373208,412101,95
294771,89920,73
536189,208832,79.85
407707,288707,43
439802,84018,42.7
611834,255603,61.3
415493,93218,86.9
519869,389080,89
405382,347892,74
346409,437670,10
481448,356730,76.4
634204,146524,78
387874,272307,95
477282,203569,83
222900,224808,79.82
475551,260538,80
400332,284630,99
140203,851175,49
433739,375390,68.27
178227,855947,43
485205,263718,71.3
316008,267318,14
374154,84185,99
423195,527983,60
505623,428778,80
581976,309052,90
425142,419329,43
373287,513849,99
402897,337885,42.7
343839,102570,80
299577,635196,95
399115,166584,55
388817,388287,57.38
619702,286190,72
324076,250837,49
577670,129754,82.45
365663,320176,85
646871,286984,101
443198,1127994,72
448493,360606,86
534152,135591,60
248906,842075,74
533014,259577,42.7
327541,269269,43
360600,116905,42.397
283730,644440,33
576034,131647,95
138443,827172,43
141611,956753,68.75
502529,425837,37
576207,239924,90
535173,197488,10
411524,846262,95
605986,230181,53
138540,864088,80
331729,110789,70
327948,103179,15
281867,57064,87
456913,339663,87.135
206282,891819,67.3
370930,122564,73
365760,177010,90
561883,305171,72.66754
634142,282551,92
409064,334005,73
136259,853774,42
332877,91769,54
203763,51788,78
470852,319026,69
322282,203978,90
323494,672022,43
465241,390778,63.8
489318,211603,43
271800,212173,42.7
374530,211595,46
538172,244637,83
414890,526262,63
615258,150782,24.8
432894,346035,72
433321,279720,94
379061,644195,72
374449,108075,14
469931,181926,83.7
280189,658693,42.7
326582,128770,72
336640,259666,76
578859,140697,82
288125,681559,63.1
331670,234120,88
325476,343005,80
414192,415893,68.27
281596,878940,42.7
545290,231957,42.7
644051,294233,74
363355,107710,97.3
483818,126977,43
348480,310628,86
371020,182500,72.37
498297,249091,95
537403,176570,14
410591,410199,96.5
378909,298927,95
453111,338247,78
538646,252415,43
248017,140278,101
233871,622550,92
144626,24541,73.2
629528,249464,47.5
352909,92777,87
321562,144553,42.7
279189,653402,37.5
374318,113306,68.27
376847,285210,47
420428,408730,101
136480,645266,86
465793,386610,70
500370,407209,99
406285,429876,87
453510,198972,86.8
391578,807399,98
518837,300357,76
498028,168713,43
414189,386073,95
500863,247296,33.8
587489,164552,46.7
382014,334156,86
338489,362312,93.181915
169422,43817,79
284913,190486,87.7
337278,1015659,72.888885
365918,461882,43
329645,298924,75
190959,60718,101
505442,381718,73.2
251416,89401,42
476877,333900,84
420238,318405,80
501494,433681,42.7
332786,721373,67
240606,635411,99.7
380681,376871,42.7
376672,186854,68
582982,110187,68.27
392420,537704,90
562439,168054,43
224181,101652,65.4
235512,116201,84
378408,263711,80
397480,213775,85
508000,101586,50
353111,339320,73.6
466830,346628,42.7
497910,115168,78.4
362331,265112,75
236975,213572,68.27
352957,854205,14
416622,425955,83.7
370699,427794,42.7
520497,190872,67
529680,193962,87
304875,100314,68.27
401369,321086,78.352
394246,347485,78.352
248118,606335,78.352
381935,463527,90
419686,428959,43
507850,192418,89.48
363124,121505,78
273819,195138,74
401626,311447,101
248708,185889,78
493643,102155,84.3
238853,376287,14
606868,317774,62
498501,165253,90
352411,797689,83.7
566090,177978,88.2
340343,405652,93
493798,161287,75
326499,935831,83
322176,960230,83
124593,859610,87
571984,220989,97
444910,188536,79.3
247343,98238,87
576799,108275,83
406635,640023,47.5
361148,175156,43
278969,87053,85
600581,232439,83
615108,253756,43
539328,137047,87
386900,103082,83.42
294978,854081,14
479769,423080,85
471844,151395,83
491233,203295,86
417413,242015,80
617725,160321,80
370514,310646,69
350627,370918,90
616324,319210,64.2
259813,664503,76
629600,301351,72.5
393095,390869,85
443816,81599,72
245874,671141,64.74
641004,323499,14
324229,190989,97
537216,231376,82.7
343525,548902,47
355410,341252,18.7
255705,664463,50
344492,220152,93
488879,251881,63
382327,411207,88.2
395060,398828,14
496535,328570,78
378326,209143,91
333093,665815,99.9
457274,384124,94
440028,432380,82
335139,123046,99
332894,1016129,98
433652,1169878,63.5
264448,664096,68.6
454263,1202583,73
346406,444814,85
480017,237717,42.7
107314,906747,68.4
342159,733542,47
307985,316762,87
198722,41855,68
598573,333787,53.5
516578,233331,80
415048,541831,90
316719,246288,83
170052,33850,76.8
433102,163008,47.32
348917,258253,42.7
366789,678408,43
440397,318375,87.3
462244,159519,83
379863,350764,56.3
606790,252779,74
386614,159818,87
370926,626188,78.1
341868,422087,43
310116,101032,56
393742,390742,90
550173,128563,58
272773,673745,85
172347,619964,70
268723,345066,93
264670,850443,70
250164,99040,78.2
232932,560684,92
118757,853583,98.7
382164,141692,68.27
322917,242369,38
270270,644440,70
602210,232410,93
544347,164309,70
316666,665901,10
337232,861881,50
284152,72078,72
155422,671801,78
506081,192374,76
330304,1009619,82
440829,225111,94
496093,185014,72.5
372014,293011,43
346663,244383,20
305601,207112,101
387623,250131,73
488808,168168,42.7
367325,807442,97.3
384435,349345,63
336454,159773,84
357714,248991,42.7
438648,333247,87
626696,265872,90
461793,267691,58
593749,165108,14
286349,376370,95
386619,153907,58
485285,492934,68.27
538699,377435,58.4
545477,222034,80
346511,333290,80
327127,484841,32.1
483948,331739,95
407445,276853,76.8
263802,116738,76
250767,53770,64
446820,277274,42.74
247394,606912,74
528612,242497,95
265093,93579,74.8
481871,206413,80
624618,299129,50
491331,237278,60
468431,177674,30
363845,116661,74.2
302306,293888,63
411474,292176,14
280722,592780,73
548379,192225,87.467865
389435,122784,7.3
585686,113305,67
321334,243616,69.54
396903,305459,11
487159,120545,54
439353,344936,83
405703,300851,42.7
417615,112153,68.27
382674,343249,73
534357,356995,43
416806,294308,85
256651,132272,101
413073,846469,41.9
236832,224822,90
449178,246196,73
324281,292929,67.2
315997,295520,99.36
579401,164076,83.79
412911,360491,42.7
530626,297718,80
225024,92694,43
395007,647627,67
392968,301321,98
610516,337031,83
448994,113544,100
575034,136797,68.27
450655,105937,43
485129,145018,84
287805,246616,27
395012,498215,68.27
221762,223162,43
589012,147289,45.34
248031,386734,73
340901,503024,89
472453,154214,68.27
447547,228877,96
435597,89744,87
398448,291410,47
361067,848688,83
346152,98544,83.727
583625,267339,42.7
337937,438273,64
317553,200452,83
315037,202167,89
362422,291578,77
494272,238818,76
337895,413393,83
614237,133857,87
453272,218671,92
241918,369518,44.7
329897,96479,43
272274,221974,14
446913,255933,86
599297,203727,72
448133,342443,98.33
475841,155721,58
393398,265145,98
461503,516030,68.27
357395,189028,85
296087,178565,58
258525,222198,64
356658,295220,87.3846
508370,117437,42
258869,723704,42.7
275534,347510,43
250272,686935,27.6
254133,195766,43
366722,79139,97.4
330285,123506,80
404300,159095,80
327317,544892,75
487485,297119,72
475733,385938,14
380484,153961,43.76
291384,184222,101
366160,310584,89
331259,743990,71
320829,471931,80
263147,108074,14
516668,190429,47.2
325327,693305,58
86623,874827,46
385076,332466,17
406143,515071,73
517387,440907,97.7
263004,292755,42.7
635803,245626,43
484935,367044,80
361791,376080,43
494641,142376,84
391948,558160,72
362989,856131,87
366831,109058,95
403370,300500,48.7
350579,1040090,98
301577,190040,48.3
403729,425128,78
485082,302743,86
624228,272002,83
432569,438312,82
383727,202846,78
361238,312714,67
547538,120693,74.1
503474,106059,93
288923,905861,34.87
357047,317895,93.2
468602,1171741,32
430986,434873,93
433225,434981,87
321529,470476,80
294652,620577,87
375010,407762,42.7
137155,30089,72
581944,111404,73.6
615319,213911,97
210300,205642,65.9
398679,521044,43
311844,88861,84.3
486351,240943,14
322289,258753,86
305987,205984,63.8
418031,418038,68
511034,429019,84
361932,643018,65
403588,201367,14
434975,338435,99
610781,294632,43
178176,56334,42.7
262611,101141,73.5
374586,199847,70
176346,827264,87
410885,406056,42.7
595710,187444,70
326096,523937,43
489824,198979,96
485123,344850,79
397718,215725,27
269822,52709,78
379976,410864,43
328781,195552,37
323348,364594,48
523957,175039,43
585719,148499,50
478427,187502,75
256597,188727,42.7
306522,729385,63
322133,973611,90
388891,445419,42.7
548748,378747,84
609428,231054,69
452880,236114,43
310469,181899,87
365975,371099,67
391122,845811,73.4
324238,566251,86.9
398275,524495,85
534458,303960,68.65
621971,245765,42.7
323558,190570,43
370111,517304,68.27
354801,425890,89
460456,181471,80
386023,82251,87
361506,559725,78
65896,801719,32.7
486238,239719,73
377056,330230,72
308243,301188,92
261040,201269,88.2
390424,342306,97.3
423765,164153,78.4
398908,287193,88
437876,269460,29
343575,211560,73.8
293595,678834,78.567825
303520,666591,67.9
407459,183640,68.27
574061,221551,42.7
547840,287311,87.4
418166,464612,43
252507,86701,80
263007,652253,68.27
567152,245571,88.8
361778,297468,83
452516,307508,76.38
483191,389168,42.7
387796,435535,75
271760,666630,43
438355,321251,42.7
347909,308805,68
424005,97270,99
540662,120179,73
542355,351108,76
271067,237794,93
510063,428869,71
384822,197697,98
335957,732267,65
386867,144230,101
454613,173177,68.27
365913,113464,100
89416,871080,78
500884,253745,80
203134,61271,86.5
266490,193946,83
573617,240830,80
345368,532811,100
280218,211609,70
406042,373084,32
401438,502456,70
583767,185973,14
552346,99689,62.7
634128,258369,57.3426
349874,208856,80
309686,108811,74.6
374192,370245,43
357482,423177,80
541214,378361,43
430079,237385,85
513027,375049,98.5
260205,141897,67
399762,78842,47.5
624033,308624,72.3
571500,146906,42.7
272036,963138,89.39
483853,172098,87
407725,485293,40.46
380620,126740,72
613805,302010,73.6
488209,146400,42.74
484424,311158,67
345447,97851,75
235963,115861,97.56
429505,257112,99
364463,168943,93
357206,213150,83.56739
235602,339031,43
534087,155394,86.7
409795,113476,80
482624,166689,14
129213,929843,74.2
258745,908475,63
586025,209625,97.3
562949,257878,83
376632,1052611,43
634602,164416,68.7
235366,804948,27
308020,108453,82
342635,173139,86.4
344230,381739,67
514358,150368,101
322256,550183,67.9
279599,661611,99.68
420567,278107,73
360026,428414,78.4
500656,332315,37
534307,130424,70
286084,850275,101
204056,634400,94.67
263308,126679,47
547117,199186,37.8
600895,141750,80
357848,735181,73.2
318740,249491,87
212820,67418,73
395651,222610,72
447263,331592,43
373763,477155,101
418338,431196,88.6754
457942,454508,43
403742,604588,86
509052,166634,38
351859,396874,79.8
346611,530866,78.36
478298,411230,42.7
265242,280423,83.14
426276,535271,63
561037,118059,83.2
483946,131332,92
309997,592081,89
214352,242349,89
487545,155713,97
358446,387726,42.7
422298,433422,43
368837,127047,83
134929,950324,93.5
375416,273690,83
309961,501757,73
585677,161135,42.7
516361,298396,70
509215,435145,83.65
285569,178932,65
243493,655202,62.7
171658,15000,75
347940,227320,42.7
445549,532315,55
425410,566289,62.7
292533,337274,67.3
592048,154050,78
323673,291377,89
521857,215041,50
619444,227609,79.36
394913,245927,42.7
457464,406366,43
183082,690749,94.8
378701,248650,14
536508,174788,72
501009,245553,43
361029,262477,87.6
257427,232040,86
561124,303225,101
378896,362397,78
415158,421852,87.65
230088,247759,42.7
276804,369405,92.6
319518,196186,76
388654,201199,78
435074,1183159,70
512028,395077,85
425533,285068,78.6
393473,167943,90
388687,126895,92
470600,380496,80
362598,174268,78.3
531373,215102,43
361488,313474,17
457010,113924,85
329978,193964,83
421378,268297,46
389357,275959,99
244324,673725,80
389505,537864,80
415189,309649,97
429006,165946,78
423954,586627,75
610986,234508,70
603174,125165,46.83
136865,32693,37
549731,145403,47
409311,419018,47
412296,374208,76.45081
258576,665955,95
315034,133070,99
276637,52789,98.7
362563,187419,80
430667,556347,90
407775,184462,63
177701,60629,42.7
526117,196100,95
315921,548753,63
432511,86675,43
560577,160339,76.4
398481,388603,82.7
285305,210062,72.47
422951,423459,87
442612,425013,58.3
393598,411507,61
282118,667725,42.7
418590,443042,101
406428,563858,50
288441,642817,87
340885,171187,88.92
391834,397271,89
311814,89386,93
535152,175100,43
357626,173488,93
285886,91564,82.3
385367,291766,95
201410,636019,95
620525,142174,82.5
446819,385318,94
428512,421114,87
346291,856114,43
317060,209935,62.7
436510,561209,14
272191,846346,73.6
337026,1012722,67
560232,211588,93
307485,192326,93
358523,468240,92
320646,298151,42.7
122878,901770,86
576645,132806,90
418263,382563,43
475998,435546,43
390222,824177,43.7
391868,388879,65
470071,181741,64.3
587687,221212,60
235784,389745,62
390508,313307,37
201579,645606,42.7
437298,366332,69
296295,697956,87
315006,651763,92.43
287477,369227,29
545566,211339,69
373376,137281,95
404665,200883,14
360355,370804,37
536063,200395,50
380924,341061,56
469791,164348,27
409137,195609,85
205324,760361,73
420522,198408,73
410927,549966,87
278471,81264,18.6
416323,601947,70
193106,52402,57
359650,375345,56.75
167164,777291,99
454681,213050,84
555890,162035,78
387722,343225,73.24
323722,127969,76
396408,490969,42.7
514531,137537,96
363509,742726,80
186397,834684,43
603554,303605,46
562662,253942,82.7
358535,394729,92.4
340254,555719,92
344098,668917,43
396586,156877,66.6
316891,173215,50
436480,275537,79.84
361919,413015,43
391636,573372,85
330641,1005403,73
389281,810237,70
503280,244261,49
586440,146033,85
481350,148335,101
224385,232518,93
394192,259611,88.2
225986,102725,78
454227,519221,86.7
393589,423813,87
312354,481287,36
406674,596279,73.6
197055,214440,73.6
402956,107543,67.9
386718,491219,67.29737
292359,133250,62.8
133538,834339,68
365469,369689,42.7
580215,344178,43
393959,815513,69.7
316326,176589,75
628851,292056,87.5
399092,357223,82
358749,244998,70
392616,183931,73
305862,964156,90
318032,198857,42.7
281206,682745,83
387129,118590,90
403096,124929,43
376593,401103,87
418097,634939,76.4
336834,247891,42.7
556953,366010,37.4
490573,172297,14
421943,632074,90
352774,1003671,42.7
360347,216361,73.6
207538,71060,93.2
408717,286159,58.69
424854,522310,45
454874,106088,72
380413,325138,77
313230,226003,67.3
389341,143745,87
532875,233598,93.7
412938,613277,73
596273,156564,72
596067,294241,75
345326,329793,87.9
529496,152845,70
448494,132284,63.264
256850,251284,69
320602,268319,64
411324,439437,87.9
539260,226201,60
195815,843907,28.7
485925,210611,42.7
463200,145455,97
312276,834119,73.6
354159,131952,43
219544,959172,42.7
356424,426319,85
344106,198426,66
531981,279416,99
339364,397221,87.3
453010,424128,37
519078,169229,43
380578,175493,92
498522,110374,80
509809,335029,86.3
154843,838185,99
323091,674489,62
397336,390381,85.7
413682,628626,10
369727,287196,42.7
433706,304862,43
136193,919980,63
233124,84446,88.2
260804,667775,87
422312,405845,79.8
400563,651510,83
487205,392937,42.7
414922,425325,96.74
440180,350164,47.96
525020,245783,72
495352,376401,27.5
397410,343652,43
506233,164786,43
610182,233198,76
238832,678577,92
316804,379720,97
297270,822541,70
324796,489377,84
473297,212214,58.3
222538,231320,74
409301,485064,35
261463,295975,73.6
475738,251728,90
336565,214053,40
327358,126292,86.3
426438,514124,76
249549,662288,72
321466,674612,71.668
496701,445334,95
298383,376097,83
403591,100094,80
361211,526971,54
611514,278413,14
326579,382573,72
351056,679471,87.4
410847,304678,42.7
541713,200989,42.7
355373,204167,14
351169,431942,73.2
394718,801021,42.7
637136,292691,85
416104,332033,43
546473,354752,80
508441,276242,76
631411,296100,73.5
385986,200254,87.31
327672,131756,43.7
384429,267409,67.8
424712,246080,87.5
263345,279091,78
367125,223295,73.6
366833,98396,63
207008,198010,52.73
498199,184151,52.7
317736,374197,62
367599,229042,63
229415,111625,85
565691,145834,42.7
256440,666023,93.37373
509249,191464,76
412856,299646,89
290950,183727,78.9
434172,279688,68
362224,245297,82.8
532256,203023,99
164813,823185,98
442389,90641,42.7
367376,193448,43
398111,407028,72
363016,388931,90
176737,227610,46
288776,555578,96.3
286113,682559,67
477026,162003,43
443060,1135334,47.8
249104,116804,43
306832,735266,78.3
605544,310098,24
651278,294102,42.7
242402,365672,80
437544,435181,43
243469,94231,73.6
417177,412792,70
331815,518948,101
225712,781720,98.9
271141,202700,98
283990,93193,76.9
353535,711488,52
377274,817484,76.8
414852,101080,86
640207,277563,90
239341,122097,42.7
368430,214567,78
352542,378293,83.3
354618,241132,67.46
486344,424194,43
347973,546697,83
271199,56538,95
367366,406171,68
418883,185211,99
369144,185767,80
571842,189424,74
379302,406104,63
466321,308208,53.4
307967,91193,98
444542,518966,53
365168,172693,43
501817,232138,42.7
354123,122149,58.76
269379,944025,42.74
402656,295541,75
438495,430405,73.6
419235,460773,67.4
402931,331599,73.6
414804,105190,42.7
474953,257200,76.8
622454,166571,73.6
487385,200866,76
458920,289555,73.6
420999,365423,80
490944,201841,65.5
546752,153121,88.2
566791,206178,90
548673,218335,87
416622,528705,27
550207,365054,60
280185,695302,78
186248,73737,73
336993,275299,87
532772,347254,99
414460,414731,82.4
557765,111542,67.3897
643505,283991,42.7
487981,242383,42
215235,943935,60
342846,528405,88.2
246213,206584,43
314396,225213,86
402100,439720,85
294300,187142,43
368135,518554,86
186079,32290,47
637040,292531,90
481504,293692,42.7
251231,380556,87
263694,341916,86
297228,171623,72.6
348235,136442,43
501210,304276,43
591205,188267,73.4
426844,478956,97
285215,71736,73.6
548144,232727,95
297810,559147,62
308219,582519,87.6
242280,339330,80
431209,440729,42.7
527869,361308,14
352301,486949,39
247272,338538,87
355429,303012,43
208300,89908,80
584363,155232,62
291267,753214,78
202377,896649,85
320647,670740,87.6
407780,418540,84
542368,259234,65
531549,106501,89.7
396326,405319,63.143
304194,93660,82.7
395760,230263,48
391803,210499,82.5
257737,326874,87
527704,357548,76
299699,116138,90
372372,106189,98
505365,188971,80
264965,846225,95
637868,307256,63.84
485884,342878,100
328559,200404,14
414358,115595,80
208069,56134,60
351905,267719,43
444827,346184,34.75
493386,196404,23
544910,126801,97.2
431911,546087,23
360795,394248,101
352974,93248,37
339551,385281,42.5
520858,205684,43
508153,182008,83
578391,164915,3
541420,169044,31
291235,64931,72
509623,157175,90
460388,108248,43
351475,173515,87.3
346603,532995,42
308070,542719,70
448792,393725,99.9
425736,1156527,38.6
407870,432197,83.95
370075,306861,73
564128,165045,42.7
347865,331642,99
619252,139180,43
420788,160818,72
356079,326516,98
337923,555476,36
318944,237687,96.3
135554,837694,101
348579,354847,98.7
108934,887266,90
328604,556400,64
472913,159027,77
359498,189940,95
333997,195552,83
546489,175811,84
361846,301622,42
256178,376848,85
311526,567921,43
445729,201970,79.375
238492,208204,72
518997,190795,93
382479,299954,48
476549,407279,66
597122,220526,86
173248,620841,43
294650,578822,73.496
390304,332956,64.38
599465,286288,42.5
379673,416817,84
471479,193254,87
437739,157713,42.7
566531,218545,43
